,recipe_title,총합_수분,총합_에너지(kcal),총합_에너지(kj),총합_단백질,총합_지방,총합_회분,총합_탄수화물,"총합_섬유질, 식이섬유",총합_당,총합_자당,총합_포도당,총합_과당,총합_유당,총합_엿당,총합_갈락토스,총합_칼슘,총합_철,총합_마그네슘,총합_인,총합_칼륨,총합_나트륨,총합_아연,총합_구리,총합_망간,총합_셀레늄,총합_플루오린,총합_비타민c,총합_티아민,총합_리보플라빈,총합_비타민b3,총합_비타민b5,총합_비타민b6,"총합_엽산, 총계",총합_엽산,"총합_엽산, 식품","총합_엽산, dfe",총합_콜린,총합_비타민b12,총합_비타민a(rae),총합_레티놀,"총합_카로틴, 베타","총합_카로틴, 알파",총합_베타-크립토잔틴,총합_비타민a(iu),총합_라이코펜,총합_루테인+제아잔틴,총합_비타민e(알파-토코페롤),"총합_비타민d(d2+d3),...",총합_비타민d(d2+d3),총합_비타민k(필로퀴논),"총합_지방산, 총포화지방산",총합_sfa 4:0,총합_sfa 6:0,총합_sfa 8:0,총합_sfa 10:0,총합_sfa 12:0,총합_sfa 14:0,총합_sfa 16:0,총합_sfa 18:0,"총합_지방산, 총 단일불포화지방산",총합_mufa 16:1,총합_mufa 18:1,총합_mufa 20:1,총합_mufa 22:1,"총합_지방산, 총 다중불포화지방산",총합_pufa 18:2,총합_pufa 18:3,총합_pufa 18:4,총합_pufa 20:4,총합_pufa 20:5 n-3 (epa),총합_pufa 22:5 n-3 (dpa),총합_pufa 22:6 n-3 (dha),총합_콜레스테롤,총합_알코올,총합_카페인,총합_테오브로민,총합_녹말,총합_베타인,총합_베타토코페롤,총합_감마토코페롤,총합_델타토코페롤,총합_알파토코트리에놀,총합_감마토코트리에놀,총합_비타민k,총합_sfa 15:0,총합_sfa 17:0,총합_sfa 20:0,총합_sfa 22:0,총합_sfa 24:0,총합_mufa 14:1,총합_mufa 15:1,총합_mufa 17:1,"총합_pufa 20:2 n-6 c,c",총합_pufa 20:3,"총합_지방산, 총 트랜스지방",총합_트립토판,총합_트레오닌,총합_이소류신,총합_류신,총합_라이신,총합_메티오닌,총합_시스틴,총합_페닐알라닌,총합_티로신,총합_발린,총합_아르기닌,총합_히스티딘,총합_알라닌,총합_아스파르트산,총합_글루탐산,총합_글리신,총합_프폴린,총합_세린,총합_질소,총합_에너지(수중 일반 요인),총합_에너지(수중 특정 요인),총합_sfa 13:0,총합_mufa 18:1 c,"총합_pufa 18:3 n-3 c,c,c (ala)","총합_pufa 18:3 n-6 c,c,c","총합_지방산, 총 트랜스-모노",총합_tfa 18:1 t,총합_하이드록시프롤린,총합_비타민d3(콜레칼시페롤),총합_바이오틴,총합_비타민d2(에르고칼시페롤),총합_mufa 16:1 c,"총합_pufa 18:2 n-6 c,c",총합_pufa 18:2 clas,총합_pufa 18:2 i,총합_스티그마스테롤,총합_캄페스테롤,총합_베타-시토스테롤,총합_총 식이섬유(aoac 2011.25),총합_고분자량 식이섬유,총합_저분자량 식이섬유,총합_총 당,총합_몰리브덴,총합_비타민k(메나퀴논-4),총합_mufa 22:1 c,총합_pufa 20:3 n-3,총합_pufa 20:3 n-6,총합_pufa 22:4,총합_tfa 16:1 t,총합_tfa 18:2 t 더 이상..,"총합_지방산, 총 트랜스-폴리에노익",총합_pufa 18:3i,총합_감마-카로틴,총합_알파-크립토잔틴,총합_베타-글루칸,총합_글루타티온,총합_에르고스타-7-에놀,"총합_에르고스타-7, 22-디에놀","총합_에르고스타-5, 7-디에놀",총합_에르고스테롤,총합_베타-시토스타놀,총합_델타-5-아베나스테롤,총합_델타-7-스티그마스테롤,총합_에르고티오네인,"총합_tfa 18:2 t,t","총합_탄수화물, 합계","총합_섬유질, 수용성","총합_섬유질, 불용성"
51,생청국장으로 구수한 청국장찌개 끓여요,0.0,316.15,1320.35,32.25,13.05,0.0,23.52,7.2,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1592.0,1372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.754,0.0,0.0,0.0,0.0,5.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,표고버섯잡채,659.1,354.953,1476.292,20.699,7.356,10.061,70.012,20.171,29.435,0.031,16.757,0.007,0.0,0.0,0.004,37.187,3.596,167.329,838.539,2328.84,1878.525,7.507,1.047,2.3,41.667,1.026,1.5,0.118,1.574,27.854,10.631,2.104,95.71,0.0,95.71,95.71,5.829,0.0,0.81,0.0,9.298,0.36,0.75,16.406,0.6,13.617,0.031,126.0,2.8,4.919,0.568,0.0,0.0,0.003,0.001,0.003,0.001,0.033,0.012,1.408,0.002,0.043,0.0,0.0,1.687,0.091,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.207,0.0,0.197,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.108,1.027,0.883,1.514,1.06,0.263,0.194,0.896,0.634,1.131,1.24,0.449,1.276,2.365,5.276,1.117,0.89,1.144,0.159,21.45,19.5,0.0,0.019,0.005,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,캠핑부대찌개,832.48,624.0,2613.0,25.93,53.52,6.34,8.12,1.3,1.83,0.0,0.0,0.0,0.0,0.0,0.0,35.6,2.0,31.2,214.0,636.0,2377.0,4.292,0.235,0.074,26.2,185.76,0.0,0.52,0.34,6.46,0.88,0.34,8.0,0.0,8.0,8.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,2.2,0.0,18.467,0.0,0.0,0.0,0.086,0.07,0.71,11.4,6.16,24.645,1.96,22.6,0.0,0.0,5.807,5.0,0.658,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214,0.93,0.97,1.62,1.806,0.728,0.21,0.81,0.772,0.928,1.53,0.79,1.548,2.28,3.98,1.714,1.346,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,"건채소로 끓인 구수한 된장찌개, 된장찌개",107.0,59.4,0.0,4.56,1.913,0.28,12.4,2.52,1.86,0.0,0.0,0.0,0.0,0.0,0.0,24.1,0.937,23.4,64.7,226.0,1121.49,0.898,0.184,0.1,4.6,0.0,99.5,0.068,0.159,0.908,0.0,0.307,27.7,0.0,5.7,5.7,21.66,0.024,1.2,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,8.79,0.306,0.0,0.0,0.0,0.0,0.0,0.004,0.225,0.06,0.336,0.0,0.312,0.008,0.0,0.864,0.744,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,돼지고기 낙지 숙주잡채,91.12,273.85,1145.65,15.221,17.068,3.02,16.945,1.785,11.313,0.01,0.03,0.0,0.0,0.0,0.0,38.3,5.045,7.4,174.6,147.8,1295.3,1.517,0.374,0.123,0.05,0.0,0.0,0.033,0.056,2.22,0.03,0.015,1.4,0.0,1.4,1.4,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,2.04,2.526,0.0,0.0,0.0,0.0,0.0,0.0,1.341,0.721,6.363,0.03,5.903,0.03,0.0,6.994,6.218,0.048,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.027,0.032,0.054,0.038,0.01,0.012,0.035,0.024,0.033,0.046,0.017,0.029,0.072,0.158,0.03,0.049,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,돼지고기야채 잡채,447.902,2894.95,12109.5,101.035,55.242,17.641,514.412,41.0,28.86,12.795,6.645,9.29,0.0,0.0,0.19,465.35,35.348,315.5,1311.5,3999.95,1684.6,14.108,1.426,2.63,182.885,2.2,17.5,3.811,2.29,27.002,5.424,4.059,115.5,0.0,115.5,115.5,815.975,2.1,2466.0,6.0,26202.0,595.0,6190.0,49325.0,0.0,18908.0,30.66,159.0,3.9,81.1,18.017,0.0,0.0,0.0,0.03,0.098,0.72,11.242,5.492,20.358,1.329,18.486,0.353,0.0,11.56,10.689,0.593,0.0,0.15,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,25.55,0.35,3.54,0.25,4.03,0.09,0.0,0.0,0.0,0.047,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.146,4.315,4.492,7.709,8.268,2.374,1.304,4.068,3.302,5.325,6.429,3.556,5.591,10.837,15.976,5.169,5.972,4.179,0.0,0.0,0.0,0.0,1.6,0.453,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,동태찌개 만드는법~,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,구수하니 맛난 꽃게 된장찌개,102.07,1752.2,6964.2,330.075,33.27,2.66,35.845,7.65,3.868,0.244,0.531,0.954,0.25,0.25,0.0,81.15,4.086,66.25,173.55,5969.0,13151.0,2.167,0.469,0.415,8.71,0.0,23.405,0.133,0.246,3.728,0.133,0.548,12.75,0.0,12.75,12.75,42.465,0.036,223.8,0.0,2273.4,313.5,523.5,4440.0,3.15,46.5,5.72,0.0,0.0,29.885,4.444,0.0,0.002,0.0,0.002,0.012,0.035,0.58,0.149,5.434,0.012,0.936,0.013,0.0,10786.498,2.236,0.262,0.0,0.0,0.0,0.0,0.0,1584.0,0.0,0.0,0.0,0.0,0.405,0.036,0.511,0.0,0.465,0.428,0.1,0.0,0.002,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.058,0.094,0.054,0.02,0.027,0.056,0.028,0.081,0.074,0.027,0.068,0.254,0.238,0.09,0.188,0.034,0.29,73.0,72.0,0.004,0.468,0.078,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,13.2,0.59,0.65,7.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,된장찌개 맛있게끓이는법~,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,부추불고기,527.163,356.45,1489.1,8.566,16.144,6.602,65.492,7.71,37.824,16.98,4.03,2.58,0.0,0.0,0.0,123.05,2.232,90.2,187.8,1158.5,1669.22,1.272,0.344,1.051,9.19,2.2,342.35,0.258,0.431,3.124,0.497,1.094,160.7,0.0,94.7,94.7,20.32,0.0,109.0,0.0,1307.0,0.0,0.0,2179.0,0.0,169.5,0.355,0.0,0.0,109.34,2.321,0.0,0.0,0.0,0.0,0.0,0.025,1.472,0.735,6.058,0.03,5.992,0.03,0.0,6.524,6.417,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.187,0.193,0.309,0.274,0.051,0.043,0.208,0.149,0.214,0.465,0.109,0.204,0.549,1.328,0.22,0.28,0.232,0.33,69.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,팽이버섯 돼지고기볶음,276.67,843.85,3534.75,80.033,53.076,11.395,10.028,3.06,0.4,0.045,0.355,0.0,0.0,0.0,0.0,66.15,4.152,124.9,843.9,1696.85,2640.9,7.495,0.323,0.558,124.735,0.0,1.62,2.608,1.141,21.628,3.368,1.419,67.8,0.0,67.8,67.8,309.465,1.89,5.4,5.4,0.0,0.0,0.0,18.9,0.0,0.0,0.793,148.1,3.61,0.0,16.081,0.0,0.0,0.0,0.027,0.027,0.486,8.72,4.62,20.913,1.134,15.156,0.297,0.0,11.762,3.076,0.162,0.0,0.135,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,24.53,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996,3.553,3.635,6.258,6.916,1.996,1.002,3.252,2.777,4.348,4.962,3.037,4.642,7.291,12.485,4.051,3.414,3.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,[찌개] 닭안심살 비지찌개,81.603,342.55,1460.3,4.716,31.87,2.377,12.485,0.06,0.048,0.0,0.0,0.0,0.0,0.0,0.0,80.36,1.305,26.015,60.0,227.22,693.395,0.562,0.2,0.406,10.602,0.03,0.0,0.02,0.02,0.1,0.088,0.115,26.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.019,0.0,0.0,0.0,0.0,0.0,0.004,0.142,0.048,8.638,0.004,0.292,0.0,0.0,17.374,0.666,0.089,0.0,0.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.131,0.159,0.244,0.212,0.041,0.044,0.157,0.108,0.162,0.214,0.093,0.132,0.355,0.556,0.126,0.173,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,차돌된장찌개,185.35,269.475,1084.3,23.97,5.566,0.63,16.627,2.988,5.151,0.99,1.97,1.29,0.0,0.0,0.0,32.85,0.524,21.4,53.95,329.55,234.79,0.428,0.118,0.229,3.35,1.1,106.9,0.09,0.128,0.797,0.123,0.377,41.95,0.0,19.95,19.95,9.71,0.004,0.2,0.0,3.6,0.0,0.0,2.0,0.0,4.0,0.02,0.0,0.0,1.865,0.103,0.0,0.0,0.0,0.0,0.0,0.005,0.072,0.014,0.081,0.0,0.065,0.001,0.0,0.187,0.137,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.021,0.014,0.025,0.039,0.002,0.004,0.025,0.014,0.021,0.104,0.014,0.021,0.091,0.258,0.025,0.012,0.021,0.11,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,유자 돼지불고기,48.443,204.55,856.05,6.078,0.664,7.494,55.668,2.3,36.482,15.016,0.147,0.012,0.0,0.0,0.008,37.15,1.146,41.85,82.6,294.35,2555.95,0.452,0.087,1.1,3.01,1.71,2.5,0.02,0.086,1.047,0.204,0.081,7.15,0.0,7.15,7.15,8.8,0.0,1.35,0.0,15.5,0.6,1.25,27.35,1.0,22.7,0.052,0.0,0.0,8.2,0.132,0.0,0.001,0.005,0.002,0.005,0.002,0.053,0.02,0.107,0.004,0.068,0.0,0.0,0.198,0.14,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.855,0.0,0.328,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.008,0.0,0.046,0.134,0.161,0.292,0.184,0.048,0.06,0.181,0.134,0.177,0.224,0.086,0.163,0.394,0.782,0.156,0.292,0.195,0.265,35.75,32.5,0.0,0.032,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,사과소스 돼지불고기,42.72,132.75,555.45,5.541,0.868,9.12,27.93,1.185,17.643,0.06,0.18,0.0,0.0,0.0,0.0,19.8,0.87,44.4,99.6,321.3,3628.8,0.522,0.026,0.612,0.3,0.0,0.0,0.02,0.099,1.32,0.178,0.089,8.4,0.0,8.4,8.4,10.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.004,0.123,0.0,0.048,0.0,0.0,0.312,0.14,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.163,0.191,0.322,0.229,0.058,0.071,0.212,0.146,0.199,0.278,0.104,0.176,0.431,0.948,0.178,0.296,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,파김치찌개,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,돼지고기 호박 오가리볶음,69.66,375.35,1484.15,33.621,20.416,1.35,8.63,0.12,1.814,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0.885,28.9,246.9,437.85,2954.9,2.393,0.074,0.009,45.51,0.0,0.6,0.877,0.321,5.04,0.698,0.464,5.0,0.0,5.0,5.0,93.9,0.7,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.29,53.0,1.3,0.0,6.164,0.0,0.0,0.0,0.01,0.01,0.18,3.21,1.71,7.702,0.42,5.6,0.11,0.0,4.952,1.07,0.04,0.0,0.05,0.0,0.0,0.0,80.0,2.415,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338,1.23,1.26,2.18,2.45,0.712,0.344,1.09,0.936,1.47,1.72,1.07,1.6,2.51,4.22,1.41,1.16,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,소라된장찌개 & 삼겹제육볶음,19.35,89.1,0.0,5.76,2.704,0.0,11.43,2.43,2.79,0.0,0.0,0.0,0.0,0.0,0.0,25.65,1.12,21.6,71.55,94.5,1678.5,1.152,0.189,0.0,3.15,0.0,0.0,0.044,0.105,0.408,0.0,0.09,8.55,0.0,8.55,8.55,32.49,0.036,1.8,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,13.185,0.459,0.0,0.0,0.0,0.0,0.0,0.007,0.338,0.09,0.504,0.0,0.468,0.011,0.0,1.296,1.116,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
