,recipe_title,총합_수분,총합_에너지(kcal),총합_에너지(kj),총합_단백질,총합_지방,총합_회분,총합_탄수화물,"총합_섬유질, 식이섬유",총합_당,총합_자당,총합_포도당,총합_과당,총합_유당,총합_엿당,총합_갈락토스,총합_칼슘,총합_철,총합_마그네슘,총합_인,총합_칼륨,총합_나트륨,총합_아연,총합_구리,총합_망간,총합_셀레늄,총합_플루오린,총합_비타민c,총합_티아민,총합_리보플라빈,총합_비타민b3,총합_비타민b5,총합_비타민b6,"총합_엽산, 총계",총합_엽산,"총합_엽산, 식품","총합_엽산, dfe",총합_콜린,총합_비타민b12,총합_비타민a(rae),총합_레티놀,"총합_카로틴, 베타","총합_카로틴, 알파",총합_베타-크립토잔틴,총합_비타민a(iu),총합_라이코펜,총합_루테인+제아잔틴,총합_비타민e(알파-토코페롤),"총합_비타민d(d2+d3),...",총합_비타민d(d2+d3),총합_비타민k(필로퀴논),"총합_지방산, 총포화지방산",총합_sfa 4:0,총합_sfa 6:0,총합_sfa 8:0,총합_sfa 10:0,총합_sfa 12:0,총합_sfa 14:0,총합_sfa 16:0,총합_sfa 18:0,"총합_지방산, 총 단일불포화지방산",총합_mufa 16:1,총합_mufa 18:1,총합_mufa 20:1,총합_mufa 22:1,"총합_지방산, 총 다중불포화지방산",총합_pufa 18:2,총합_pufa 18:3,총합_pufa 18:4,총합_pufa 20:4,총합_pufa 20:5 n-3 (epa),총합_pufa 22:5 n-3 (dpa),총합_pufa 22:6 n-3 (dha),총합_콜레스테롤,총합_알코올,총합_카페인,총합_테오브로민,총합_녹말,총합_베타인,총합_베타토코페롤,총합_감마토코페롤,총합_델타토코페롤,총합_알파토코트리에놀,총합_베타토코트리에놀,총합_감마토코트리에놀,총합_델타토코트리에놀,총합_비타민k,총합_sfa 15:0,총합_sfa 17:0,총합_sfa 20:0,총합_sfa 22:0,총합_sfa 24:0,총합_mufa 14:1,총합_mufa 15:1,총합_mufa 17:1,"총합_pufa 20:2 n-6 c,c",총합_pufa 20:3,"총합_지방산, 총 트랜스지방",총합_트립토판,총합_트레오닌,총합_이소류신,총합_류신,총합_라이신,총합_메티오닌,총합_시스틴,총합_페닐알라닌,총합_티로신,총합_발린,총합_아르기닌,총합_히스티딘,총합_알라닌,총합_아스파르트산,총합_글루탐산,총합_글리신,총합_프폴린,총합_세린,총합_질소,총합_에너지(수중 일반 요인),총합_에너지(수중 특정 요인),총합_sfa 13:0,총합_mufa 18:1 c,총합_mufa 24:1 c,"총합_pufa 18:3 n-3 c,c,c (ala)","총합_pufa 18:3 n-6 c,c,c","총합_지방산, 총 트랜스-모노",총합_tfa 18:1 t,총합_하이드록시프롤린,총합_비타민d3(콜레칼시페롤),총합_바이오틴,총합_비타민d2(에르고칼시페롤),총합_mufa 16:1 c,"총합_pufa 18:2 n-6 c,c",총합_pufa 18:2 clas,총합_pufa 18:2 i,총합_스티그마스테롤,총합_캄페스테롤,총합_베타-시토스테롤,총합_총 식이섬유(aoac 2011.25),총합_고분자량 식이섬유,총합_저분자량 식이섬유,총합_총 당,총합_몰리브덴,총합_비타민k(메나퀴논-4),총합_mufa 22:1 c,총합_pufa 20:3 n-3,총합_pufa 20:3 n-6,총합_pufa 22:4,총합_tfa 16:1 t,총합_tfa 22:1 t,총합_tfa 18:2 t 더 이상..,"총합_지방산, 총 트랜스-폴리에노익",총합_pufa 18:3i,총합_감마-카로틴,총합_알파-크립토잔틴,총합_베타-글루칸,총합_글루타티온,총합_에르고스타-7-에놀,"총합_에르고스타-7, 22-디에놀","총합_에르고스타-5, 7-디에놀",총합_에르고스테롤,총합_베타-시토스타놀,총합_델타-5-아베나스테롤,총합_델타-7-스티그마스테롤,총합_에르고티오네인,총합_요오드,"총합_tfa 18:2 t,t","총합_탄수화물, 합계","총합_섬유질, 수용성","총합_섬유질, 불용성"
104,단호박 담백하고 맛있게 찌는방법,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,스페인하숙 차세프의 오삼불고기 덮밥,488.48,680.0,2843.8,43.57,5.45,3.0,129.712,8.16,5.892,0.792,1.576,1.032,0.0,0.0,0.0,71.4,2.318,85.0,357.2,1677.8,843.67,1.766,0.432,0.817,36.2,0.88,321.52,0.336,0.435,16.253,1.377,1.73,108.2,0.0,42.2,42.2,106.68,0.34,13.0,6.0,83.8,0.0,0.0,160.6,0.0,3.2,0.636,5.0,0.1,2.92,1.581,0.0,0.0,0.0,0.0,0.01,0.033,0.751,0.257,1.256,0.15,1.056,0.03,0.0,0.86,0.664,0.045,0.0,0.06,0.01,0.01,0.02,85.0,0.0,0.0,0.0,0.0,6.28,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385,1.381,1.703,2.446,2.73,0.882,0.419,1.321,1.101,1.619,2.08,1.008,1.77,2.988,5.027,1.593,1.344,1.168,0.33,69.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,줄서서먹는그맛♥매콤핫떡볶이,184.4,50.0,206.0,2.56,0.2,1.28,11.6,5.0,6.4,0.16,3.34,2.9,0.0,0.02,0.0,80.0,0.94,24.0,52.0,340.0,36.0,0.36,0.038,0.32,0.6,2.0,73.2,0.122,0.08,0.468,0.424,0.248,86.0,0.0,86.0,86.0,21.4,0.0,10.0,0.0,84.0,66.0,0.0,196.0,0.0,60.0,0.3,0.0,0.0,152.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.034,0.0,0.034,0.0,0.0,0.034,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.07,0.06,0.082,0.088,0.024,0.022,0.064,0.038,0.084,0.15,0.044,0.084,0.244,0.588,0.06,0.096,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,새우가 없어도 새우깡만 있으면 쉽게 만드는 바삭한 부추전,104.6,944.3,3955.8,37.512,54.008,3.42,72.322,0.84,1.12,0.14,0.36,0.14,0.14,0.14,0.14,258.0,5.46,10.0,780.0,333.5,100.2,4.6,0.154,0.11,112.0,0.0,0.0,0.352,1.056,0.048,5.98,0.7,292.0,0.0,292.0,292.0,1640.0,3.9,762.0,742.0,176.0,76.0,66.0,2880.0,0.0,2180.0,5.16,436.0,10.8,1.4,19.325,0.0,0.0,0.018,0.018,0.018,0.208,13.72,4.84,23.744,1.836,21.4,0.172,0.018,8.726,7.08,0.206,0.0,0.876,0.022,0.0,0.228,2160.0,0.0,0.0,0.0,0.0,1.8,0.1,2.66,0.12,0.06,0.0,0.0,0.0,0.2,0.026,0.102,0.064,0.076,0.018,0.048,0.0,0.0,0.0,0.0,0.0,0.354,1.374,1.732,2.8,2.44,0.756,0.528,1.362,1.356,1.898,2.2,0.832,1.672,3.1,3.94,0.976,1.292,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,국수전 - 남은국수로 만든 별미 전요리,94.8,1697.0,7097.2,44.41,8.0,0.58,363.11,1.0,16.9,0.05,1.07,1.38,0.0,0.0,0.0,16.0,0.37,18.0,38.0,261.0,3368.0,0.32,0.053,0.177,0.2,0.0,17.9,0.045,0.094,0.451,0.204,0.163,24.0,0.0,24.0,24.0,9.5,0.0,10.0,0.0,120.0,0.0,0.0,200.0,0.0,2120.0,0.12,0.0,0.0,4.3,2.004,0.0,0.0,0.0,0.016,0.003,0.001,0.048,0.006,0.011,0.002,0.007,0.0,0.0,0.091,0.03,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.001,0.003,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.01,0.029,0.044,0.071,0.067,0.018,0.012,0.043,0.032,0.054,0.051,0.026,0.063,0.147,0.129,0.046,0.037,0.049,0.0,0.0,0.0,0.0,0.007,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,닭 가슴살 부추전,149.8,201.0,838.0,4.78,1.09,1.64,49.16,7.1,24.88,4.78,9.96,9.7,0.0,0.02,0.0,10.0,0.52,54.0,44.0,1097.0,29.0,0.3,0.156,0.54,2.0,4.4,17.4,0.062,0.146,1.33,0.668,0.734,40.0,0.0,40.0,40.0,19.6,0.0,6.0,0.0,52.0,50.0,0.0,128.0,0.0,44.0,0.2,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.002,0.004,0.004,0.204,0.01,0.219,0.02,0.044,0.0,0.0,0.258,0.092,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.76,0.2,0.0,0.04,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.056,0.056,0.136,0.1,0.016,0.018,0.098,0.018,0.094,0.098,0.154,0.08,0.248,0.304,0.076,0.056,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,오꼬노미야끼,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,밥알에 황금색코팅?! 황금볶음밥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,애호박 치즈전,278.28,1045.1,4367.6,45.414,16.548,4.648,179.769,10.68,4.125,0.0,0.44,0.0,0.0,0.0,0.0,53.2,4.082,47.6,460.4,1819.8,855.4,3.502,0.259,0.198,43.0,4.8,0.0,0.818,0.994,15.732,4.261,0.481,141.2,0.0,141.2,141.2,423.44,1.37,149.0,148.0,11.0,0.0,10.0,520.0,0.0,353.0,1.15,109.8,2.72,0.3,4.647,0.0,0.0,0.003,0.011,0.011,0.071,2.852,1.056,5.832,0.406,4.672,0.03,0.003,2.585,1.546,0.141,0.0,0.149,0.005,0.0,0.038,394.2,0.0,0.0,0.0,0.0,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,1.196,1.233,2.004,1.876,0.673,0.458,1.33,1.068,1.59,1.519,0.738,1.576,2.432,3.764,1.079,0.979,1.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,세발나물바나나전,0.0,64.6,270.3,7.599,1.36,0.0,9.18,1.02,0.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,1278.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,고소한 감자부침개 만드는 법,0.0,329.3,1378.8,8.782,1.228,0.0,70.792,2.64,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.5,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369,0.0,0.0,0.0,0.0,0.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,깻잎감자전,410.0,6492.0,27164.0,65.8,10.68,32.0,1689.6,160.0,1268.0,476.0,398.0,392.0,0.0,2.4,0.0,780.0,20.4,860.0,1240.0,13120.0,40.0,5.8,4.12,5.24,60.0,0.0,8.0,1.04,1.32,25.4,11.78,3.3,380.0,0.0,380.0,380.0,126.0,0.0,0.0,0.0,120.0,0.0,0.0,200.0,0.0,1500.0,1.0,0.0,0.0,54.0,0.64,0.0,0.0,0.02,0.02,0.02,0.02,0.34,0.22,0.72,0.02,0.7,0.0,0.0,0.38,0.32,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.86,0.98,1.68,1.32,0.44,1.34,1.0,0.3,1.42,2.72,0.64,1.66,4.26,7.18,2.02,2.6,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,찬밥으로 만드는 고소한 치즈밥전,126.9,477.0,1999.0,28.5,37.1,2.79,4.71,0.0,1.68,0.07,0.18,0.07,0.07,0.07,0.07,179.0,3.92,15.0,562.0,235.0,172.0,3.35,0.09,0.081,86.8,4.8,0.0,0.242,1.041,0.088,4.39,0.471,190.0,0.0,190.0,190.0,1114.0,3.06,530.0,519.0,99.0,38.0,43.0,1960.0,0.0,1443.0,3.61,305.0,7.6,1.0,12.82,0.0,0.0,0.012,0.012,0.012,0.139,9.21,3.248,15.78,1.228,14.42,0.116,0.012,5.61,4.73,0.138,0.0,0.587,0.016,0.0,0.152,1453.0,0.0,0.0,0.0,0.0,1.5,0.05,1.33,0.06,0.03,0.0,0.0,0.0,0.1,0.013,0.051,0.032,0.038,0.009,0.024,0.0,0.0,0.0,0.0,0.0,0.33,1.291,1.552,2.48,2.124,0.77,0.556,1.349,1.191,1.716,1.855,0.714,1.536,2.81,3.61,0.911,1.147,2.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,바지락 파래전,0.0,29.0,121.0,1.01,0.15,0.0,7.23,1.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,참나물 치즈 라이스전,425.3,490.8,2052.8,9.353,16.165,4.18,116.874,13.07,7.25,1.25,2.39,1.91,0.5,0.5,0.0,77.5,2.3,107.1,280.5,3339.6,33.7,1.51,0.744,1.442,7.25,1.1,96.75,0.428,0.107,4.656,0.908,1.142,76.5,0.0,76.5,76.5,47.38,0.0,17.5,0.0,208.5,0.0,0.0,347.0,0.0,4.0,1.105,0.0,0.0,9.79,2.3,0.0,0.0,0.0,0.0,0.0,0.004,1.454,0.734,5.997,0.03,5.923,0.03,0.0,6.536,6.368,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.156,0.144,0.265,0.186,0.055,0.052,0.202,0.114,0.176,0.422,0.099,0.178,0.479,0.71,0.158,0.147,0.224,0.58,146.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,26.4,1.18,1.3,15.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,대추꽃전,276.16,266.0,1110.0,8.85,3.33,2.22,49.4,2.7,5.67,0.0,1.57,2.43,0.0,1.67,0.0,151.2,3.61,25.4,98.0,126.0,502.0,0.764,0.139,0.536,22.0,110.82,0.0,0.533,0.243,4.78,0.536,0.087,111.0,86.0,25.0,171.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,0.22,0.0,0.0,0.2,0.698,0.003,0.0,0.005,0.005,0.013,0.009,0.419,0.218,0.599,0.018,0.569,0.01,0.0,1.6,1.42,0.166,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,37.2,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.004,0.008,0.008,0.004,0.0,0.0,0.002,0.002,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547,0.0,0.166,0.0,0.022,0.022,0.0,0.0,0.0,0.0,0.018,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,고소한 두부치즈전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
