,recipe_title,총합_수분,총합_에너지(kcal),총합_에너지(kj),총합_단백질,총합_지방,총합_회분,총합_탄수화물,"총합_섬유질, 식이섬유",총합_당,총합_자당,총합_포도당,총합_과당,총합_유당,총합_엿당,총합_갈락토스,총합_칼슘,총합_철,총합_마그네슘,총합_인,총합_칼륨,총합_나트륨,총합_아연,총합_구리,총합_망간,총합_셀레늄,총합_플루오린,총합_비타민c,총합_티아민,총합_리보플라빈,총합_비타민b3,총합_비타민b5,총합_비타민b6,"총합_엽산, 총계",총합_엽산,"총합_엽산, 식품","총합_엽산, dfe",총합_콜린,총합_비타민b12,총합_비타민a(rae),총합_레티놀,"총합_카로틴, 베타","총합_카로틴, 알파",총합_베타-크립토잔틴,총합_비타민a(iu),총합_라이코펜,총합_루테인+제아잔틴,총합_비타민e(알파-토코페롤),"총합_비타민d(d2+d3),...",총합_비타민d(d2+d3),총합_비타민k(필로퀴논),"총합_지방산, 총포화지방산",총합_sfa 4:0,총합_sfa 6:0,총합_sfa 8:0,총합_sfa 10:0,총합_sfa 12:0,총합_sfa 14:0,총합_sfa 16:0,총합_sfa 18:0,"총합_지방산, 총 단일불포화지방산",총합_mufa 16:1,총합_mufa 18:1,총합_mufa 20:1,총합_mufa 22:1,"총합_지방산, 총 다중불포화지방산",총합_pufa 18:2,총합_pufa 18:3,총합_pufa 18:4,총합_pufa 20:4,총합_pufa 20:5 n-3 (epa),총합_pufa 22:5 n-3 (dpa),총합_pufa 22:6 n-3 (dha),총합_콜레스테롤,총합_알코올,총합_카페인,총합_테오브로민,총합_녹말,총합_베타인,총합_베타토코페롤,총합_감마토코페롤,총합_델타토코페롤,총합_알파토코트리에놀,총합_베타토코트리에놀,총합_감마토코트리에놀,총합_델타토코트리에놀,총합_비타민k,총합_sfa 15:0,총합_sfa 17:0,총합_sfa 20:0,총합_sfa 22:0,총합_sfa 24:0,총합_mufa 14:1,총합_mufa 15:1,총합_mufa 17:1,"총합_pufa 20:2 n-6 c,c",총합_pufa 20:3,"총합_지방산, 총 트랜스지방",총합_트립토판,총합_트레오닌,총합_이소류신,총합_류신,총합_라이신,총합_메티오닌,총합_시스틴,총합_페닐알라닌,총합_티로신,총합_발린,총합_아르기닌,총합_히스티딘,총합_알라닌,총합_아스파르트산,총합_글루탐산,총합_글리신,총합_프폴린,총합_세린,총합_질소,총합_에너지(수중 일반 요인),총합_에너지(수중 특정 요인),총합_sfa 13:0,총합_mufa 18:1 c,총합_mufa 24:1 c,"총합_pufa 18:3 n-3 c,c,c (ala)","총합_pufa 18:3 n-6 c,c,c","총합_지방산, 총 트랜스-모노",총합_tfa 18:1 t,총합_하이드록시프롤린,총합_비타민d3(콜레칼시페롤),총합_바이오틴,총합_비타민d2(에르고칼시페롤),총합_mufa 16:1 c,"총합_pufa 18:2 n-6 c,c",총합_pufa 18:2 clas,총합_pufa 18:2 i,총합_스티그마스테롤,총합_캄페스테롤,총합_베타-시토스테롤,총합_총 식이섬유(aoac 2011.25),총합_고분자량 식이섬유,총합_저분자량 식이섬유,총합_총 당,총합_몰리브덴,총합_비타민k(메나퀴논-4),총합_mufa 22:1 c,총합_pufa 20:3 n-3,총합_pufa 20:3 n-6,총합_pufa 22:4,총합_tfa 16:1 t,총합_tfa 22:1 t,총합_tfa 18:2 t 더 이상..,"총합_지방산, 총 트랜스-폴리에노익",총합_pufa 18:3i,총합_감마-카로틴,총합_알파-크립토잔틴,총합_베타-글루칸,총합_글루타티온,총합_에르고스타-7-에놀,"총합_에르고스타-7, 22-디에놀","총합_에르고스타-5, 7-디에놀",총합_에르고스테롤,총합_베타-시토스타놀,총합_델타-5-아베나스테롤,총합_델타-7-스티그마스테롤,총합_에르고티오네인,총합_요오드,"총합_tfa 18:2 t,t","총합_탄수화물, 합계","총합_섬유질, 수용성","총합_섬유질, 불용성"
458,브런치감자 만들기,162.2,0.0,0.0,3.62,0.52,1.78,32.0,0.0,0.0,0.26,0.42,0.62,0.5,0.5,0.0,12.0,0.74,44.6,114.0,892.0,4.0,0.74,0.26,0.32,5.0,0.0,46.6,0.102,0.0,3.16,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,146.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,26.4,1.18,1.3,15.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,우유푸딩 만들기,422.366,670.5,2814.0,32.56,35.68,5.055,54.268,0.0,51.412,30.024,0.216,0.084,20.884,0.084,0.084,655.1,3.411,50.0,848.0,731.4,233.9,4.443,0.134,0.079,80.58,10.4,0.0,0.291,1.379,0.401,5.032,0.568,195.2,0.0,195.2,195.2,1054.8,4.22,513.2,497.2,113.6,45.6,39.6,1916.0,0.0,1308.0,3.136,265.6,6.48,1.24,13.992,0.096,0.072,0.063,0.119,0.127,0.489,9.38,3.408,15.148,1.17,13.84,0.103,0.011,5.18,4.368,0.14,0.0,0.526,0.013,0.0,0.137,1316.0,0.0,0.0,0.0,0.0,3.48,0.06,1.596,0.072,0.036,0.0,0.0,0.0,0.12,0.056,0.085,0.046,0.046,0.011,0.057,0.008,0.008,0.0,0.0,0.0,0.384,1.396,1.735,2.956,2.592,0.806,0.397,1.513,1.494,2.019,1.704,0.903,1.459,3.012,5.388,0.854,2.103,2.408,0.0,0.0,0.0,0.0,0.852,0.0,0.016,0.0,0.0,0.148,0.0,6.48,0.0,0.0,0.068,0.108,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,겉과 속이 뒤집힌 고구마경단,0.003,910.05,3807.0,16.8,2.88,0.002,204.6,0.0,14.97,14.97,0.0,0.0,0.0,0.0,0.0,0.15,0.008,0.0,0.0,0.3,0.15,0.002,0.001,0.001,0.09,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,김수미의 삼겹살 묵은지말이찜 레시피로 美味,184.82,82.3,343.0,3.845,2.355,2.4,21.575,7.82,5.318,1.104,2.291,1.934,0.0,0.0,0.0,79.5,2.995,41.35,91.0,601.5,436.99,0.945,0.247,0.484,6.06,1.1,107.005,0.122,0.257,2.492,0.256,0.68,45.2,0.0,23.2,23.2,16.075,0.0,222.0,0.0,2251.0,313.5,523.5,4442.0,3.15,50.5,5.735,0.0,0.0,16.3,0.411,0.0,0.002,0.0,0.002,0.012,0.032,0.277,0.063,0.494,0.012,0.481,0.002,0.0,1.218,1.133,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505,0.036,0.511,0.0,0.505,0.0,0.428,0.0,0.0,0.0,0.002,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.062,0.072,0.12,0.093,0.022,0.031,0.08,0.042,0.102,0.178,0.041,0.089,0.344,0.496,0.115,0.2,0.056,0.11,23.0,20.0,0.004,0.468,0.0,0.078,0.002,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,고등어김치찜 만들기,1838.315,2723.7,11397.9,169.673,209.057,139.715,44.794,25.615,18.665,0.54,1.12,0.645,0.0,0.0,0.0,1053.625,49.644,731.9,2493.125,6709.5,45822.25,12.769,1.23,0.524,595.7,0.55,3.7,0.355,4.775,44.016,0.195,6.617,917.225,0.0,917.225,917.225,1065.2,96.006,451.3,376.0,829.4,15.0,0.0,2652.0,0.0,737.0,20.701,8080.0,201.6,718.798,58.335,0.0,0.0,0.0,0.0,0.277,8.688,36.314,11.265,67.245,12.0,34.436,8.242,12.32,53.638,4.81,3.372,3.184,2.064,12.96,3.128,23.68,760.0,0.0,0.0,0.0,0.0,13.46,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.132,0.15,0.254,0.191,0.045,0.055,0.171,0.117,0.16,0.26,0.085,0.143,0.369,0.84,0.146,0.228,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,오늘뭐먹지? - 성시경 마파두부,57.9,257.0,1072.7,27.75,14.275,1.35,2.4,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.87,28.0,246.0,423.0,740.0,2.39,0.073,0.009,45.3,0.0,0.6,0.877,0.321,5.04,0.698,0.464,5.0,0.0,5.0,5.0,93.9,0.7,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.29,53.0,1.3,0.0,5.23,0.0,0.0,0.0,0.01,0.01,0.18,3.21,1.71,6.19,0.42,5.6,0.11,0.0,1.2,1.07,0.04,0.0,0.05,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338,1.23,1.26,2.18,2.45,0.712,0.344,1.09,0.936,1.47,1.72,1.07,1.6,2.51,4.22,1.41,1.16,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,얼큰한 꽁치김치찌개,371.71,810.05,3395.125,45.328,55.512,6.855,33.342,8.91,21.769,0.057,0.16,0.322,0.0,0.0,0.0,137.75,9.827,76.175,137.5,925.75,4132.25,1.242,0.276,0.314,3.53,0.0,144.052,0.121,0.786,5.41,0.268,1.302,181.1,0.0,181.1,181.1,62.387,0.0,174.0,0.0,1824.0,195.75,301.75,3451.0,1.575,879.25,3.878,0.0,0.0,152.75,17.578,0.0,0.001,0.0,0.001,0.015,0.025,0.326,0.046,0.376,0.006,0.369,0.001,0.0,1.563,1.1,0.462,0.0,0.0,0.0,0.0,0.0,227.5,0.0,0.0,0.0,0.0,0.202,0.018,0.256,0.0,0.232,0.0,0.214,0.0,0.0,0.0,0.001,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.094,0.094,0.152,0.116,0.034,0.052,0.09,0.056,0.124,0.133,0.054,0.116,0.413,0.383,0.119,0.181,0.097,0.0,0.0,0.0,0.002,0.234,0.0,0.039,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,김치찌개 끓이는 법,210.572,1077.65,4502.0,59.878,74.355,6.605,34.259,12.14,16.386,11.198,2.612,2.577,0.0,0.0,0.0,163.85,7.232,111.0,614.6,1580.95,3947.85,6.254,0.488,0.658,97.43,1.52,8.81,1.876,0.958,13.682,1.802,1.675,37.85,0.0,37.85,37.85,216.745,1.426,550.6,104.65,4524.7,627.0,1047.0,9271.0,6.3,97.0,14.748,106.0,2.6,44.32,23.015,0.484,0.305,0.178,0.403,0.433,1.537,13.225,6.055,33.771,1.357,31.799,0.316,0.0,13.102,12.327,0.58,0.0,0.1,0.0,0.0,0.0,192.25,0.0,0.0,0.0,0.0,8.125,0.088,1.148,0.0,0.97,0.0,0.855,0.0,0.0,0.0,0.092,0.099,0.036,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.713,2.568,2.659,4.586,5.057,1.468,0.747,2.322,1.949,3.132,3.696,2.211,3.36,5.628,9.202,3.028,2.719,2.357,0.0,0.0,0.0,0.008,3.486,0.0,0.203,0.004,0.0,0.447,0.0,2.6,0.0,0.0,0.144,0.325,0.04,0.044,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,두반장 없이 고추장으로 만드는 마파두부(덮밥으로 즐겨요),554.155,803.8,3355.6,76.026,38.869,11.23,60.473,12.39,24.083,0.144,0.411,0.644,0.0,0.0,0.0,1151.8,21.016,197.7,801.25,2347.7,2881.94,7.247,0.953,2.629,102.89,0.0,244.155,1.702,1.064,12.221,1.482,1.748,130.7,0.0,61.7,61.7,242.98,1.05,225.0,3.0,2250.0,313.5,523.5,4763.5,3.15,46.5,6.206,79.5,1.95,32.75,10.449,0.0,0.002,0.0,0.017,0.027,0.337,6.599,3.14,13.126,0.681,12.015,0.167,0.0,11.536,9.943,1.106,0.0,0.075,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,14.745,0.036,0.511,0.0,0.465,0.0,0.428,0.0,0.0,0.0,0.002,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.907,3.177,3.353,5.67,5.204,1.442,0.665,3.083,2.585,3.728,4.902,2.349,3.748,7.363,12.102,3.424,3.747,3.407,0.25,54.0,47.0,0.004,0.468,0.0,0.078,0.002,0.0,0.0,0.0,1.95,4.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,매콤 순살치킨카레 만들기,336.86,334.95,1400.85,44.397,5.216,3.482,45.042,5.205,13.483,4.71,2.77,2.15,0.25,0.25,0.0,80.0,2.128,79.1,394.6,1279.5,3065.1,1.98,0.273,0.452,36.22,4.3,36.6,0.247,0.222,19.119,1.554,1.123,42.8,0.0,42.8,42.8,117.26,0.408,842.2,7.2,8281.0,3480.0,0.0,16727.2,1.0,260.0,1.004,6.0,0.12,14.76,1.344,0.0,0.0,0.0,0.0,0.012,0.04,0.892,0.306,1.583,0.182,1.272,0.036,0.0,1.197,0.821,0.042,0.0,0.072,0.012,0.012,0.024,102.0,0.0,0.0,0.0,1.43,7.94,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,1.784,2.059,2.923,3.308,1.053,0.563,1.562,1.317,1.938,2.439,1.21,2.162,3.593,6.192,1.896,1.602,1.359,0.29,73.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,13.2,0.59,0.65,7.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,따끈따끈한 순두부찌개 드시고 가셔요~~,0.0,89.6,376.05,8.406,2.23,0.0,9.465,0.16,7.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.1,1111.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456,0.0,0.0,0.0,0.0,1.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,마파두부 두반장 없이 매콤하게!,1005.09,989.375,3837.8,92.076,49.999,17.84,48.554,19.782,12.247,1.377,3.068,3.221,0.0,0.0,0.0,1298.8,26.871,270.15,1047.35,2497.4,4620.5,10.115,1.376,3.186,128.675,124.94,9.215,2.185,1.357,17.127,2.256,2.226,95.75,0.0,95.75,95.75,329.29,1.412,670.6,4.0,6758.8,940.5,1570.5,13591.0,9.45,143.5,17.776,106.0,2.6,59.695,13.897,0.0,0.006,0.0,0.026,0.056,0.49,8.843,4.148,17.26,0.916,15.929,0.23,0.0,14.749,13.132,1.355,0.0,0.1,0.0,0.0,0.0,160.0,4.83,0.0,0.0,0.0,21.925,0.108,1.535,0.0,1.435,0.0,1.282,0.0,0.0,0.0,0.006,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,3.93,4.158,7.049,6.628,1.852,0.913,3.814,3.158,4.691,6.076,2.976,4.744,9.315,15.164,4.374,4.781,4.116,0.0,0.0,0.0,0.012,1.404,0.0,0.234,0.006,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,맑은 쇠고기 무국 만드는 방법,0.0,274.2,1147.65,1.2,30.0,0.0,1.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,4.08,4.26,0.0,0.0,0.0,0.0,0.0,0.0,2.67,1.44,11.91,0.06,11.79,0.06,0.0,12.51,12.39,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,부지갱이 나물밥,185.52,617.55,2596.8,8.962,30.882,5.544,76.068,1.26,6.904,0.03,0.09,0.0,0.0,0.0,0.0,33.9,0.915,51.0,153.0,263.85,7465.65,1.437,0.178,1.439,18.15,0.0,0.0,0.058,0.081,1.62,1.025,0.268,11.4,0.0,11.4,11.4,10.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,0.0,0.0,2.04,4.243,0.0,0.0,0.0,0.0,0.0,0.005,1.518,0.734,10.354,0.032,6.128,0.03,0.0,14.807,6.414,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.312,0.374,0.694,0.347,0.18,0.167,0.451,0.289,0.493,0.676,0.203,0.463,0.823,1.732,0.382,0.453,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,"환절기, 입맛 떨어질 때 홍게살죽",74.6,1076.3,4499.05,32.94,10.705,1.08,213.25,0.0,164.32,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.19,10.0,172.0,126.0,62764.0,1.05,0.013,0.026,30.8,4.8,0.0,0.066,0.513,0.064,1.4,0.121,44.0,0.0,44.0,44.0,294.0,1.11,149.0,148.0,11.0,0.0,10.0,520.0,0.0,353.0,1.03,87.0,2.2,0.3,3.27,0.0,0.0,0.003,0.003,0.003,0.035,2.35,0.828,4.08,0.31,3.72,0.03,0.003,1.41,1.19,0.035,0.0,0.149,0.005,0.0,0.038,373.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.604,0.686,1.08,0.904,0.392,0.292,0.668,0.513,0.767,0.755,0.298,0.7,1.26,1.64,0.423,0.501,0.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,무밥만드는법- 딸에게# ~ 달래간장,190.6,651.2,2724.0,12.88,1.64,1.1,143.6,6.8,3.72,0.2,2.1,1.42,0.0,0.0,0.0,50.0,0.68,20.0,40.0,624.4,85.2,0.56,0.1,0.138,1.2,12.0,29.6,0.024,0.078,0.508,0.33,0.142,50.0,0.0,50.0,50.0,13.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,0.0,20.0,0.0,0.0,0.0,2.6,28.864,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.008,43.234,0.0,0.034,0.0,0.0,108.096,0.034,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.046,0.04,0.062,0.066,0.02,0.02,0.072,0.018,0.07,0.076,0.026,0.052,0.128,0.314,0.052,0.044,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,"아침밥으로 좋은 영양밥, 무요리로 표고버섯무밥",164.16,312.0,1305.6,6.456,0.672,0.984,67.68,0.96,0.12,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.48,28.8,103.2,84.0,2.4,1.176,0.166,1.133,18.0,0.0,0.0,0.048,0.031,0.96,0.936,0.223,7.2,0.0,7.2,7.2,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.185,0.0,0.0,0.0,0.0,0.0,0.005,0.166,0.012,0.211,0.002,0.209,0.0,0.0,0.182,0.149,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.23,0.278,0.533,0.233,0.151,0.132,0.346,0.216,0.394,0.538,0.151,0.374,0.607,1.258,0.293,0.305,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
