,ingd_code,ingd_name,dcode
0,I001722,무수포도당,A11AKP08C0036
1,I003769,염화나트륨,A11AKP08C0036
2,I003201,염화칼륨,A11AKP08C0036
3,I001722,무수포도당,A11AKP08C0038
4,I003769,염화나트륨,A11AKP08C0038
5,I003201,염화칼륨,A11AKP08C0038
6,I001722,무수포도당,A11APPPPP0629
7,I003769,염화나트륨,A11APPPPP0629
8,I003201,염화칼륨,A11APPPPP0629
9,I001722,무수포도당,A11AOOOOO2364
10,I003769,염화나트륨,A11AOOOOO2364
11,I003201,염화칼륨,A11AOOOOO2364
12,I001722,무수포도당,A11AOOOOO2365
13,I003769,염화나트륨,A11AOOOOO2365
14,I003201,염화칼륨,A11AOOOOO2365
15,I001722,무수포도당,2016090100032
16,I003769,염화나트륨,2016090100032
17,I003201,염화칼륨,2016090100032
18,I001722,무수포도당,A11APPPPP2715
19,I003769,염화나트륨,A11APPPPP2715
20,I003201,염화칼륨,A11APPPPP2715
21,I001722,무수포도당,A11APPPPP2717
22,I003769,염화나트륨,A11APPPPP2717
23,I003201,염화칼륨,A11APPPPP2717
24,I001722,무수포도당,A11APPPPP2723
25,I003769,염화나트륨,A11APPPPP2723
26,I003201,염화칼륨,A11APPPPP2723
27,I001722,무수포도당,A11APPPPP1517
28,I003769,염화나트륨,A11APPPPP1517
29,I003201,염화칼륨,A11APPPPP1517
30,I001722,무수포도당,A11APPPPP1515
31,I003769,염화나트륨,A11APPPPP1515
32,I003201,염화칼륨,A11APPPPP1515
33,I001722,무수포도당,A11APPPPP1520
34,I003769,염화나트륨,A11APPPPP1520
35,I003201,염화칼륨,A11APPPPP1520
36,I005942,벤지다민염산염,2018061800005
37,I004558,세틸피리디늄염화물,2018061800005
38,I005050,이토프리드염산염,A11AOOOOO8955
39,I005050,이토프리드염산염,A11AKP08G3016
40,I002400,모사프리드시트르산염이수화물,2020042400051
41,I002400,모사프리드시트르산염이수화물,A11AKP08A0426
42,I007345,비페닐디메틸디카르복실레이트,2015100600050
43,I005733,우르소데옥시콜산,2015100600050
44,I005050,이토프리드염산염,2020012200020
45,I005050,이토프리드염산염,A11A0210A0657
46,I005050,이토프리드염산염,2020011300003
47,I005050,이토프리드염산염,2015050100105
48,I002400,모사프리드시트르산염이수화물,A11AKP08F0016
49,I005050,이토프리드염산염,2013022700026
50,I002684,오메프라졸,2017080100052
51,I003757,탄산수소나트륨,2017080100052
52,I002684,오메프라졸,2015062200004
53,I003757,탄산수소나트륨,2015062200004
54,I005050,이토프리드염산염,A11AKP08G4938
55,I004529,베타인,2018072400003
56,I004530,베타인염산염,2018072400003
57,I000508,시트르산수화물,2018072400003
58,I004325,L-아르기닌,2018072400003
59,I007345,비페닐디메틸디카르복실레이트,2019110800023
60,I005733,우르소데옥시콜산,2019110800023
61,I013019,테노포비르알라페나미드헤미말산염,2023031600003
62,I003718,밀크시슬엑스,2018110100009
63,I003718,밀크시슬엑스,2018032800018
64,I007345,비페닐디메틸디카르복실레이트,A11A1000A0222
65,I003718,밀크시슬엑스,2019031401831
66,I003718,밀크시슬엑스,2017011600002
67,I003718,밀크시슬엑스,A11APPPPP1563
68,I003718,밀크시슬엑스,A11AKP08G0552
69,I003718,밀크시슬엑스,A11AKP08G0551
70,I003718,밀크시슬엑스,2009071505344
71,I003718,밀크시슬엑스,2022041200015
72,I005733,우르소데옥시콜산,2017022300010
73,I003718,밀크시슬엑스,2013022700006
74,I003718,밀크시슬엑스,2018102300013
75,I003529,리보플라빈,2016012900008
76,I000703,시아노코발라민,2016012900008
77,I007693,아데닌염산염,2016012900008
78,I007669,카르니틴오로트산염,2016012900008
79,I003412,피리독신염산염,2016012900008
80,IC00025,항독성간장엑스,2016012900008
81,I007292,글루타티온(환원형),2020080500004
82,I003385,슈도에페드린염산염,A11A3100A0067
83,I005661,트리프롤리딘염산염수화물,A11A3100A0067
84,I002541,니코틴산아미드,2018031500003
85,I003529,리보플라빈,2018031500003
86,I003718,밀크시슬엑스,2018031500003
87,I000703,시아노코발라민,2018031500003
88,I005414,티아민염산염,2018031500003
89,I000259,판토텐산칼슘,2018031500003
90,I003412,피리독신염산염,2018031500003
91,I004642,콜린타르타르산염,A11AKP08A0303
92,I000740,L-시스틴,A11AKP08A0303
93,I004529,베타인,2017021700005
94,I004530,베타인염산염,2017021700005
95,I000508,시트르산수화물,2017021700005
96,I004325,L-아르기닌,2017021700005
97,I002541,니코틴산아미드,A11AKP08K0139
98,I003718,밀크시슬엑스,A11AKP08K0139
99,I000703,시아노코발라민,A11AKP08K0139
100,I006606,티아민질산염,A11AKP08K0139
101,I000259,판토텐산칼슘,A11AKP08K0139
102,I003412,피리독신염산염,A11AKP08K0139
103,I002541,니코틴산아미드,a1sx4ijdobyx2
104,I003529,리보플라빈,a1sx4ijdobyx2
105,I003718,밀크시슬엑스,a1sx4ijdobyx2
106,I000703,시아노코발라민,a1sx4ijdobyx2
107,I005414,티아민염산염,a1sx4ijdobyx2
108,I000259,판토텐산칼슘,a1sx4ijdobyx2
109,I003412,피리독신염산염,a1sx4ijdobyx2
110,I003718,밀크시슬엑스,A11AKP08K0217
111,I004529,베타인,2021030800024
112,I004530,베타인염산염,2021030800024
113,I000508,시트르산수화물,2021030800024
114,I004325,L-아르기닌,2021030800024
115,I001743,글리신,A11AGGGGA1566
116,I003989,아세틸시스테인,A11AGGGGA1566
117,I001833,L-류신,A11AGGGGA1566
118,I001949,L-리신아세트산염,A11AGGGGA1566
119,I002198,L-메티오닌,A11AGGGGA1566
120,I005745,L-발린,A11AGGGGA1566
121,I003687,L-세린,A11AGGGGA1566
122,I004325,L-아르기닌,A11AGGGGA1566
123,I004058,L-알라닌,A11AGGGGA1566
124,I005024,L-이소류신,A11AGGGGA1566
125,I005441,L-트레오닌,A11AGGGGA1566
126,I005691,L-트립토판,A11AGGGGA1566
127,I002983,L-페닐알라닌,A11AGGGGA1566
128,I003301,L-프롤린,A11AGGGGA1566
129,I004756,L-히스티딘,A11AGGGGA1566
130,I001743,글리신,A11AGGGGA1570
131,I003989,아세틸시스테인,A11AGGGGA1570
132,I001833,L-류신,A11AGGGGA1570
133,I001949,L-리신아세트산염,A11AGGGGA1570
134,I002198,L-메티오닌,A11AGGGGA1570
135,I005745,L-발린,A11AGGGGA1570
136,I003687,L-세린,A11AGGGGA1570
137,I004325,L-아르기닌,A11AGGGGA1570
138,I004058,L-알라닌,A11AGGGGA1570
139,I005024,L-이소류신,A11AGGGGA1570
140,I005441,L-트레오닌,A11AGGGGA1570
141,I005691,L-트립토판,A11AGGGGA1570
142,I002983,L-페닐알라닌,A11AGGGGA1570
143,I003301,L-프롤린,A11AGGGGA1570
144,I004756,L-히스티딘,A11AGGGGA1570
145,I004529,베타인,2018072400004
146,I004530,베타인염산염,2018072400004
147,I000508,시트르산수화물,2018072400004
148,I004325,L-아르기닌,2018072400004
149,I002541,니코틴산아미드,2023113000002
150,I003530,리보플라빈포스페이트나트륨,2023113000002
151,I004530,베타인염산염,2023113000002
152,I004465,벤포티아민,2023113000002
153,I005733,우르소데옥시콜산,2023113000002
154,I003412,피리독신염산염,2023113000002
155,I001646,가바펜틴,2020022600009
156,I001668,가니렐릭스아세트산염,2015091500004
157,I006080,백출,A11A1830A0029
158,I006276,복령,A11A1830A0029
159,I000485,육계,A11A1830A0029
160,I008335,인진호,A11A1830A0029
161,I006153,저령,A11A1830A0029
162,I006024,택사,A11A1830A0029
163,I005050,이토프리드염산염,A11AOOOOO9895
164,I004776,인유두종바이러스백신,2016012700039
165,I004776,인유두종바이러스백신,2016012700038
166,I004776,인유두종바이러스백신,A11AKP07L0421
167,I004776,인유두종바이러스백신,A11AKP07L0422
168,I001649,가도부트롤,2023111000001
169,I001649,가도부트롤,2019072600011
170,I001649,가도부트롤,2017101100011
171,I001649,가도부트롤,2017061400001
172,I001649,가도부트롤,A11AKP08F0794
173,I001649,가도부트롤,A11APPPPP0843
174,I001649,가도부트롤,2022092800011
175,I001649,가도부트롤,A11AOOOOO7206
176,I001649,가도부트롤,2018120300077
177,I001649,가도부트롤,2018120300078
178,I001649,가도부트롤,2018090300011
179,I001649,가도부트롤,2018110200014
180,I001649,가도부트롤,2018120300076
181,I006194,디부카인염산염,A11ABBBBB0653
182,I001016,디펜히드라민,A11ABBBBB0653
183,I012236,에녹솔론,A11ABBBBB0653
184,I006126,DL-캄파,A11ABBBBB0653
185,I006981,L-멘톨,A11ABBBBB0653
186,I012151,아토르바스타틴칼슘무수물,2019100100003
187,I004212,암로디핀베실산염,2019100100003
188,I012151,아토르바스타틴칼슘무수물,2019100100004
189,I004212,암로디핀베실산염,2019100100004
190,I012730,아나글립틴,2015052900035
191,I002178,메트포르민염산염,2016011100002
192,I012730,아나글립틴,2016011100002
193,I002178,메트포르민염산염,2016011100004
194,I012730,아나글립틴,2016011100004
195,I002178,메트포르민염산염,2016011100003
196,I012730,아나글립틴,2016011100003
197,IC00035,당귀·모과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화,2017071100006
198,I001142,에카베트나트륨수화물,2016040100047
199,I003478,라니티딘염산염,A11A5070A0028
200,I003478,라니티딘염산염,2015102100004
201,I003478,라니티딘염산염,A11A5070A0025
202,I000959,디히드록시디부틸에테르,A11A2460A0152
203,I000959,디히드록시디부틸에테르,A11A2460A0057
204,I000959,디히드록시디부틸에테르,A11A2460A0058
205,I001646,가바펜틴,2018021300003
206,I001646,가바펜틴,2018073000002
207,I001716,글루카곤,A11ABBBBB2725
208,I007860,베포타스틴베실산염,2017062300008
209,IB00018,감맥대조탕,A11A0090A0032
210,I001885,감초,A11AKP07L0302
211,I006323,대추,A11AKP07L0302
212,I006912,소맥,A11AKP07L0302
213,I002400,모사프리드시트르산염이수화물,2020042300053
214,I002400,모사프리드시트르산염이수화물,2017113000014
215,I002400,모사프리드시트르산염이수화물,2018120300013
216,I002400,모사프리드시트르산염이수화물,2020042900001
217,I002400,모사프리드시트르산염이수화물,2010122200003
218,I002400,모사프리드시트르산염이수화물,2020042700065
219,I002400,모사프리드시트르산염이수화물,2020042700029
220,I002400,모사프리드시트르산염이수화물,2013050200006
221,I002400,모사프리드시트르산염이수화물,A11AKP08A0428
222,I002400,모사프리드시트르산염이수화물,2020050400012
223,I002400,모사프리드시트르산염이수화물,A11APPPPP1053
224,I003263,프레가발린,2019012400003
225,I003263,프레가발린,2019012400002
226,I003263,프레가발린,2011110100007
227,I003263,프레가발린,2019030800008
228,I003263,프레가발린,2017080100034
229,I003263,프레가발린,2019030800009
230,I003263,프레가발린,2011110100006
231,I001646,가바펜틴,2018082800003
232,I001646,가바펜틴,A11APPPPP0105
233,I001646,가바펜틴,2020030200021
234,I001646,가바펜틴,2014120500005
235,I001646,가바펜틴,A11AOOOOO7559
236,I001646,가바펜틴,A11AOOOOO7558
237,I001646,가바펜틴,A11AOOOOO5667
238,I001646,가바펜틴,A11AOOOOO5607
239,I001646,가바펜틴,2015073100004
240,I001646,가바펜틴,2015073100003
241,I001646,가바펜틴,A11AOOOOO7446
242,I001646,가바펜틴,2020041700019
243,I001646,가바펜틴,2020041700020
244,I003263,프레가발린,2012071600002
245,I003263,프레가발린,2011102800029
246,I003263,프레가발린,2012050200008
247,I003263,프레가발린,2011102800028
248,I003263,프레가발린,2011110100043
249,I003263,프레가발린,2018020700004
250,I003263,프레가발린,2020013000006
251,I003263,프레가발린,2020013000007
252,I003263,프레가발린,2018020700005
253,I003489,레바미피드,A11AOOOOO3674
254,I001646,가바펜틴,A11AKP08G2833
255,I001646,가바펜틴,2016061300001
256,I001646,가바펜틴,2019020700033
257,I001646,가바펜틴,2013081200003
258,I001646,가바펜틴,2020032600008
259,I001646,가바펜틴,2020032600007
260,I001646,가바펜틴,2015112600005
261,I001646,가바펜틴,2015111100018
262,I001646,가바펜틴,2019040500047
263,I001646,가바펜틴,2019040500046
264,I001646,가바펜틴,2015010700002
265,I001646,가바펜틴,2019073000019
266,I001646,가바펜틴,2019072300086
267,I001646,가바펜틴,2019060400024
268,I001646,가바펜틴,2019060400025
269,I005558,토피라메이트,A11AOOOOO9326
270,I001646,가바펜틴,2019041600077
271,I001646,가바펜틴,2019041600076
272,I001646,가바펜틴,2018041700002
273,I001646,가바펜틴,2018041700003
274,I001646,가바펜틴,A11AOOOOO5471
275,I001646,가바펜틴,A11AOOOOO5472
276,I001646,가바펜틴,A11AOOOOO2702
277,I001646,가바펜틴,A11AOOOOO2703
278,I001646,가바펜틴,A11AOOOOO1777
279,I001646,가바펜틴,A11APPPPP0615
280,I001646,가바펜틴,A11AOOOOO5885
281,I001646,가바펜틴,A11AOOOOO5411
282,I001646,가바펜틴,2019091900127
283,I001646,가바펜틴,2019091900128
284,I001646,가바펜틴,2018022700004
285,I001646,가바펜틴,2018022700005
286,I001646,가바펜틴,2018022700006
287,I001646,가바펜틴,A11AOOOOO5453
288,I001646,가바펜틴,2020052900046
289,I001646,가바펜틴,2020052900044
290,I001646,가바펜틴,A11AOOOOO5927
291,I001646,가바펜틴,2015061600010
292,I003719,시메티콘,A11AOOOOO9272
293,I004154,알베린시트르산염,A11AOOOOO9272
294,I003719,시메티콘,A11A0710A0260
295,I000516,클레보프리드말산염,A11A0710A0260
296,I003719,시메티콘,2019022200007
297,I000516,클레보프리드말산염,2019022200007
298,I003719,시메티콘,A11AOOOOO5852
299,I004154,알베린시트르산염,A11AOOOOO5852
300,I003719,시메티콘,2016051800011
301,I004154,알베린시트르산염,2016051800011
302,I001142,에카베트나트륨수화물,2013022700079
303,I001646,가바펜틴,2015100600019
304,I001646,가바펜틴,zgtv36tnnybv2
305,I001647,가벡세이트메실산염,A11ABBBBB2251
306,I001646,가바펜틴,2020042100006
307,I001646,가바펜틴,A11AOOOOO8480
308,I003263,프레가발린,2017072400007
309,I003263,프레가발린,2019073000018
310,I003263,프레가발린,2019073000017
311,I003263,프레가발린,2017072400008
312,I012975,프랄세티닙,2022033000005
313,I012115,빌다글립틴,2021031000007
314,I002178,메트포르민염산염,A11AKP08D0247
315,I012115,빌다글립틴,A11AKP08D0247
316,I002178,메트포르민염산염,2012090400006
317,I012115,빌다글립틴,2012090400006
318,I002178,메트포르민염산염,A11AKP08D0248
319,I012115,빌다글립틴,A11AKP08D0248
320,I012115,빌다글립틴,A11AKP08A0214
321,I002178,메트포르민염산염,2021102600012
322,I012115,빌다글립틴,2021102600012
323,I012115,빌다글립틴,2022012100001
324,I001665,간시클로버,2015072400014
325,I001646,가바펜틴,2018021900011
326,I001646,가바펜틴,2018021900012
327,I001885,감초,b43eg8fn542zm
328,I006430,강활,b43eg8fn542zm
329,I006474,길경,b43eg8fn542zm
330,I006068,독활,b43eg8fn542zm
331,I006276,복령,b43eg8fn542zm
332,I006111,시호,b43eg8fn542zm
333,I001699,인삼,b43eg8fn542zm
334,I008354,전호,b43eg8fn542zm
335,I008368,지각,b43eg8fn542zm
336,I006158,천궁,b43eg8fn542zm
337,I005004,이르소글라딘말레산염,2020030900015
338,I001885,감초,A11A1500A0250
339,I001696,건강,A11A1500A0250
340,I004272,당귀,A11A1500A0250
341,I006398,목단피,A11A1500A0250
342,I002909,박하,A11A1500A0250
343,I006080,백출,A11A1500A0250
344,I006276,복령,A11A1500A0250
345,I006111,시호,A11A1500A0250
346,I006447,작약,A11A1500A0250
347,I006252,치자,A11A1500A0250
348,I003719,시메티콘,2019101700032
349,I003719,시메티콘,A11A2830A0068
350,I005004,이르소글라딘말레산염,2013062800004
351,I005004,이르소글라딘말레산염,2019041800056
352,I005004,이르소글라딘말레산염,2014040100021
353,I005004,이르소글라딘말레산염,2020030300008
354,I005004,이르소글라딘말레산염,2020030300007
355,I005004,이르소글라딘말레산염,2013040100006
356,I005004,이르소글라딘말레산염,2014080100001
357,I005004,이르소글라딘말레산염,A11AKP08G2235
358,I005004,이르소글라딘말레산염,A11AKP08A0400
359,I002400,모사프리드시트르산염이수화물,2012111900015
360,I002400,모사프리드시트르산염이수화물,2009071505217
361,I003719,시메티콘,2009071502881
362,I002400,모사프리드시트르산염이수화물,2014122400009
363,I002400,모사프리드시트르산염이수화물,2019022200014
364,I002400,모사프리드시트르산염이수화물,A11AMMMMM0692
365,I002400,모사프리드시트르산염이수화물,2017120400002
366,I002400,모사프리드시트르산염이수화물,A11AIIIII0006
367,I002400,모사프리드시트르산염이수화물,2019062500029
368,I002400,모사프리드시트르산염이수화물,2018073100026
369,I002400,모사프리드시트르산염이수화물,A11AKP08A0411
370,I004144,수산화알루미늄,A11AOOOOO6688
371,I001974,탄산마그네슘,A11AOOOOO6688
372,I002400,모사프리드시트르산염이수화물,2009071505201
373,I005639,트리메부틴말레산염,2019121000002
374,I003719,시메티콘,2017050400002
375,I003719,시메티콘,2023082100003
376,I003719,시메티콘,2017010600007
377,I003719,시메티콘,2016051200006
378,I003719,시메티콘,2017010600008
379,I002400,모사프리드시트르산염이수화물,2012112700002
380,I003719,시메티콘,2016081000004
381,I002400,모사프리드시트르산염이수화물,2020042000033
382,I008290,애엽,2015041600035
383,I008290,애엽,2020052100009
384,I002773,산소,2009071501785
385,I003719,시메티콘,2018040500004
386,I003719,시메티콘,2015040900015
387,I001091,돔페리돈,2016061700012
388,I006402,개자,qlbl7y7h7647s
389,I008158,내복자,qlbl7y7h7647s
390,I006445,도인,qlbl7y7h7647s
391,I000679,산사,qlbl7y7h7647s
392,I008252,삼릉,qlbl7y7h7647s
393,I008286,신곡,qlbl7y7h7647s
394,I006641,아출,qlbl7y7h7647s
395,I006226,오수유,qlbl7y7h7647s
396,I006094,익지,qlbl7y7h7647s
397,I006158,천궁,qlbl7y7h7647s
398,I008387,청피,qlbl7y7h7647s
399,I006252,치자,qlbl7y7h7647s
400,I006185,향부자,qlbl7y7h7647s
401,I006174,황련,qlbl7y7h7647s
402,I008290,애엽,2019110100001
403,I008290,애엽,2020052200007
404,I003719,시메티콘,2014110300049
405,I002400,모사프리드시트르산염이수화물,A11AKP08A0422
406,I001401,파모티딘,A11AJJJJJ0138
407,I001401,파모티딘,2022081200005
408,I002341,미소프로스톨,A11A0260A0387
409,I008290,애엽,2020052100010
410,I002341,미소프로스톨,A11A0900A0311
411,I002341,미소프로스톨,A11AOOOOO0965
412,I001142,에카베트나트륨수화물,A11ACCCCC0225
413,I008290,애엽,A11AKP09D0093
414,I001983,수산화마그네슘,2014012200007
415,I004144,수산화알루미늄,2014012200007
416,I006433,옥세타자인,2014012200007
417,I002071,메글루민,A11ABBBBB1001
418,I003793,수산화나트륨,A11ABBBBB1001
419,I004176,아미도트리조산,A11ABBBBB1001
420,I002275,메토클로프라미드염산염수화물,2017071100004
421,I003719,시메티콘,2018110100038
422,I003592,록사티딘아세테이트염산염,2023020600003
423,I003592,록사티딘아세테이트염산염,A11AOOOOO7655
424,I003592,록사티딘아세테이트염산염,A11AKP08J0041
425,I001885,감초,2021031500003
426,I001696,건강,2021031500003
427,I006323,대추,2021031500003
428,I006469,반하,2021031500003
429,I001699,인삼,2021031500003
430,I006550,황금,2021031500003
431,I006174,황련,2021031500003
432,I003478,라니티딘염산염,2015082800003
433,I008290,애엽,2015011300008
434,I008290,애엽,2019012500058
435,I002400,모사프리드시트르산염이수화물,2016070100017
436,I002400,모사프리드시트르산염이수화물,2012121700003
437,I002400,모사프리드시트르산염이수화물,2020042000029
438,I001401,파모티딘,2020020400007
439,I003489,레바미피드,A11AOOOOO3166
440,I001091,돔페리돈,2009091800112
441,I001091,돔페리돈,A11AFFFFF0004
442,I001091,돔페리돈,27tcdaqc935tu
443,I005104,라푸티딘,2012103100001
444,I002400,모사프리드시트르산염이수화물,A11AKP08A0430
445,I002400,모사프리드시트르산염이수화물,2020042700064
446,I002400,모사프리드시트르산염이수화물,2009071505160
447,I002400,모사프리드시트르산염이수화물,A11AKP08A0410
448,I003719,시메티콘,A11AJJJJJ0119
449,I000516,클레보프리드말산염,A11AJJJJJ0119
450,I002400,모사프리드시트르산염이수화물,2020042700063
451,I002400,모사프리드시트르산염이수화물,A11AKP08F0018
452,I002400,모사프리드시트르산염이수화물,A11AKP08A0431
453,I002400,모사프리드시트르산염이수화물,2020042000032
454,I002400,모사프리드시트르산염이수화물,A11AKP08A0419
455,I002400,모사프리드시트르산염이수화물,2020042700033
456,I002400,모사프리드시트르산염이수화물,A11AKP08C0025
457,I012665,오비누투주맙,2014092300015
458,I012286,페북소스타트,2016060100033
459,I003478,라니티딘염산염,A11AMMMMM1488
460,I005660,비스무트시트르산염칼륨,A11AMMMMM1488
461,I003946,수크랄페이트수화물,A11AMMMMM1488
462,I006935,2-데옥시-2-플루오로-D-글루코스(18F),wq6cwyw7jsgkp
463,I012616,테두글루타이드,2018082000004
464,I005050,이토프리드염산염,2014082100024
465,I005050,이토프리드염산염,2020010700007
466,I001401,파모티딘,2020040600006
467,I003478,라니티딘염산염,2018022800010
468,I005660,비스무트시트르산염칼륨,2018022800010
469,I003946,수크랄페이트수화물,2018022800010
470,I001672,가티플록사신,A11AOOOOO9864
471,I001646,가바펜틴,2014120500013
472,I001646,가바펜틴,2016062400009
473,I001646,가바펜틴,2016062400008
474,I001646,가바펜틴,A11APPPPP0559
475,I001646,가바펜틴,A11AOOOOO5656
476,I005050,이토프리드염산염,A11AKP08G4756
477,I005050,이토프리드염산염,A11APPPPP0139
478,I003495,레드클로버,2014041400008
479,IB00232,인진오령산가인삼,A11A2260A0502
480,I006503,갈근,A11AKP07L0332
481,I001885,감초,A11AKP07L0332
482,I001696,건강,A11AKP07L0332
483,I008128,계지,A11AKP07L0332
484,I006323,대추,A11AKP07L0332
485,I001223,마황,A11AKP07L0332
486,I008288,신이,A11AKP07L0332
487,I006447,작약,A11AKP07L0332
488,I006158,천궁,A11AKP07L0332
489,I006521,레티놀팔미테이트,2017052300004
490,I003530,리보플라빈포스페이트나트륨,2017052300004
491,I002427,빌베리열매,2017052300004
492,I006353,구기자,A11A2260A0269
493,I003397,꿀,A11A2260A0269
494,I006276,복령,A11A2260A0269
495,I001699,인삼,A11A2260A0269
496,I006519,지황,A11A2260A0269
497,I008397,침향,A11A2260A0269
498,I001646,가바펜틴,2019101600001
499,I001646,가바펜틴,2019101600002
500,I003757,탄산수소나트륨,A11APPPPP1623
501,I006455,황백,A11APPPPP1623
502,I001646,가바펜틴,A11AOOOOO4806
503,I012433,슈가마덱스나트륨,2022081700002
504,I007293,글리시리진산이칼륨,2019101600032
505,I004558,세틸피리디늄염화물,2019101600032
506,I004099,알란토인,2019101600032
507,I000314,카르바조크롬,2019101600032
508,I001069,토코페롤아세테이트,2019101600032
509,I006732,히노키티올,2019101600032
510,I003529,리보플라빈,A11APPPPP1225
511,I005885,산화아연,A11APPPPP1225
512,I003672,셀레늄,A11APPPPP1225
513,I004351,아스코르브산,A11APPPPP1225
514,I005713,유비데카레논,A11APPPPP1225
515,I001069,토코페롤아세테이트,A11APPPPP1225
516,I006606,티아민질산염,A11APPPPP1225
517,I003412,피리독신염산염,A11APPPPP1225
518,I004524,β-카로틴,A11APPPPP1225
519,I001885,감초,A11AKP08G1150
520,I001696,건강,A11AKP08G1150
521,I004272,당귀,A11AKP08G1150
522,I006398,목단피,A11AKP08G1150
523,I002909,박하,A11AKP08G1150
524,I006080,백출,A11AKP08G1150
525,I006276,복령,A11AKP08G1150
526,I006111,시호,A11AKP08G1150
527,I006447,작약,A11AKP08G1150
528,I006252,치자,A11AKP08G1150
529,I001885,감초,2019112500006
530,I004272,당귀,2019112500006
531,I006398,목단피,2019112500006
532,I002909,박하,2019112500006
533,I006080,백출,2019112500006
534,I006276,복령,2019112500006
535,I006111,시호,2019112500006
536,I006447,작약,2019112500006
537,I006252,치자,2019112500006
538,I001885,감초,2020072300002
539,I006474,길경,2020072300002
540,I006323,대추,2020072300002
541,I006344,맥문동,2020072300002
542,I006469,반하,2020072300002
543,I006276,복령,2020072300002
544,I012274,생강,2020072300002
545,I006111,시호,2020072300002
546,I001699,인삼,2020072300002
547,I009530,죽여,2020072300002
548,I006480,지실,2020072300002
549,I006157,진피,2020072300002
550,I006185,향부자,2020072300002
551,I001885,감초,A11AKP08G1154
552,I008128,계지,A11AKP08G1154
553,I006323,대추,A11AKP08G1154
554,I006436,모려,A11AKP08G1154
555,I012274,생강,A11AKP08G1154
556,I006350,용골,A11AKP08G1154
557,I006447,작약,A11AKP08G1154
558,I008128,계지,A11AKP07L0294
559,I003526,대황,A11AKP07L0294
560,I006445,도인,A11AKP07L0294
561,I006398,목단피,A11AKP07L0294
562,I006276,복령,A11AKP07L0294
563,I006447,작약,A11AKP07L0294
564,I001885,감초,A11AKP07L0358
565,I008128,계지,A11AKP07L0358
566,I004272,당귀,A11AKP07L0358
567,I006323,대추,A11AKP07L0358
568,I006021,목통,A11AKP07L0358
569,I012274,생강,A11AKP07L0358
570,I004348,세신,A11AKP07L0358
571,I006226,오수유,A11AKP07L0358
572,I006447,작약,A11AKP07L0358
573,I008114,가자,A11AKP08G1351
574,I001885,감초,A11AKP08G1351
575,I006474,길경,A11AKP08G1351
576,I003526,대황,A11AKP08G1351
577,I002909,박하,A11AKP08G1351
578,I006050,사인,A11AKP08G1351
579,I000376,아선약,A11AKP08G1351
580,I006236,연교,A11AKP08G1351
581,I006158,천궁,A11AKP08G1351
582,I002773,산소,2020012900021
583,I006503,갈근,A11A3660A0061
584,I001885,감초,A11A3660A0061
585,I001696,건강,A11A3660A0061
586,I008128,계지,A11A3660A0061
587,I006323,대추,A11A3660A0061
588,I001223,마황,A11A3660A0061
589,I008288,신이,A11A3660A0061
590,I006447,작약,A11A3660A0061
591,I006158,천궁,A11A3660A0061
592,I001885,감초,2014091600004
593,I004272,당귀,2014091600004
594,I006469,반하,2014091600004
595,I006080,백출,2014091600004
596,I006276,복령,2014091600004
597,I006111,시호,2014091600004
598,I008362,조구등,2014091600004
599,I006157,진피,2014091600004
600,I006158,천궁,2014091600004
601,I008128,계지,A11ABBBBB2002
602,IB00033,계지복령환,A11ABBBBB2002
603,I003526,대황,A11ABBBBB2002
604,I006445,도인,A11ABBBBB2002
605,I006398,목단피,A11ABBBBB2002
606,I006276,복령,A11ABBBBB2002
607,I006447,작약,A11ABBBBB2002
608,I001885,감초,A11AKP07L0303
609,I008128,계지,A11AKP07L0303
610,I006323,대추,A11AKP07L0303
611,I006436,모려,A11AKP07L0303
612,I012274,생강,A11AKP07L0303
613,I006350,용골,A11AKP07L0303
614,I006447,작약,A11AKP07L0303
615,I000703,시아노코발라민,A11APPPPP0725
616,I003173,폴리사카리드철착염,A11APPPPP0725
617,I001587,폴산,A11APPPPP0725
618,I006436,모려,2009120700004
619,I005733,우르소데옥시콜산,2009120700004
620,I001951,L-리신염산염,2009120700004
621,I005885,산화아연,2018051400004
622,I003672,셀레늄,2018051400004
623,I004351,아스코르브산,2018051400004
624,I005713,유비데카레논,2018051400004
625,I001069,토코페롤아세테이트,2018051400004
626,I005885,산화아연,A11AKP08F0328
627,I003672,셀레늄,A11AKP08F0328
628,I004351,아스코르브산,A11AKP08F0328
629,I005713,유비데카레논,A11AKP08F0328
630,I001069,토코페롤아세테이트,A11AKP08F0328
631,I004524,β-카로틴,A11AKP08F0328
632,I003397,꿀,2018013100002
633,I006276,복령,2018013100002
634,I001699,인삼,2018013100002
635,I006519,지황,2018013100002
636,I009544,간가수분해물,2015061100029
637,I003530,리보플라빈포스페이트나트륨,2015061100029
638,I005733,우르소데옥시콜산,2015061100029
639,I009544,간가수분해물,2016012600004
640,I003529,리보플라빈,2016012600004
641,I005733,우르소데옥시콜산,2016012600004
642,I009544,간가수분해물,2020062200001
643,I003529,리보플라빈,2020062200001
644,I005733,우르소데옥시콜산,2020062200001
645,I006353,구기자,2023051500007
646,I003397,꿀,2023051500007
647,I006276,복령,2023051500007
648,I001699,인삼,2023051500007
649,I006519,지황,2023051500007
